Order Number,Order Date,Order Time,RestID,CustLocationEasting,CustLocationNorthing
11709,12/09/2017,20:08,2,394864,284961
11707,12/09/2017,19:46,2,410084,287133
11706,12/09/2017,19:41,2,411237,290169
11702,12/09/2017,17:14,2,399607,278249
11704,12/09/2017,18:02,3,546510,263821
96704,13/09/2017,18:02,1,521901,183582
96703,13/09/2017,17:58,1,522629,188047
96702,13/09/2017,16:57,1,524176,184443
96707,13/09/2017,20:48,1,523834,187170
96706,13/09/2017,19:02,1,519306,185873
96705,13/09/2017,18:15,3,548144,261922
11714,13/09/2017,19:51,2,406152,273057
11713,13/09/2017,19:31,2,398228,288886
11711,13/09/2017,17:15,2,403673,284622
11710,13/09/2017,17:10,2,395154,277082
11712,13/09/2017,19:08,3,540773,268364
11715,13/09/2017,19:59,2,405536,289221
96711,14/09/2017,17:59,1,521370,184893
96713,14/09/2017,19:15,1,525851,182617
96708,14/09/2017,11:31,1,518523,187367
96714,14/09/2017,20:20,1,522154,182628
96712,14/09/2017,19:10,1,522085,182594
96710,14/09/2017,17:48,3,545672,263646
96709,14/09/2017,17:06,1,520185,183884
96716,14/09/2017,21:39,1,521528,187305
11724,14/09/2017,20:05,3,544950,262172
11722,14/09/2017,18:57,2,404621,282464
11718,14/09/2017,17:38,2,404230,284735
11727,14/09/2017,20:47,2,394791,282996
11720,14/09/2017,18:24,3,542465,255283
11717,14/09/2017,16:43,2,409500,285754
11725,14/09/2017,20:27,2,398335,281027
11723,14/09/2017,19:25,2,413110,279097
11721,14/09/2017,18:39,2,413196,289096
11719,14/09/2017,17:43,2,402677,277112
11716,14/09/2017,12:27,3,540734,264560
11728,14/09/2017,20:49,3,546311,268208
11729,14/09/2017,20:51,2,410017,287286
96729,15/09/2017,18:48,1,519668,188052
96728,15/09/2017,18:36,1,521335,183366
96725,15/09/2017,18:17,3,543783,266723
96741,15/09/2017,21:12,1,521839,186354
96731,15/09/2017,18:52,1,521159,185878
96724,15/09/2017,18:18,1,521383,187176
96721,15/09/2017,17:50,1,525152,185510
96735,15/09/2017,19:19,3,543153,258132
96730,15/09/2017,18:50,3,546855,255999
96718,15/09/2017,16:36,1,519601,187684
96737,15/09/2017,20:12,1,523397,183480
96734,15/09/2017,19:11,1,519413,186997
96732,15/09/2017,19:03,1,522758,185874
96726,15/09/2017,18:23,1,524825,183654
96723,15/09/2017,17:57,1,523458,184267
96720,15/09/2017,17:40,3,546387,259734
96719,15/09/2017,19:01,1,519299,187614
96740,15/09/2017,21:05,3,547961,264208
96717,15/09/2017,15:41,1,522571,182665
96722,15/09/2017,17:58,1,520139,182811
96739,15/09/2017,21:01,1,518921,185955
96738,15/09/2017,20:57,1,524869,182935
96736,15/09/2017,20:05,1,518254,183642
11750,15/09/2017,20:02,2,406999,284095
11738,15/09/2017,18:30,2,406265,291696
11736,15/09/2017,18:19,3,540258,267293
11753,15/09/2017,20:22,2,398516,289990
11751,15/09/2017,20:05,2,404939,280526
11747,15/09/2017,19:42,2,409272,274070
11743,15/09/2017,19:26,2,397002,288473
11740,15/09/2017,19:00,3,540271,267409
11735,15/09/2017,18:05,2,394665,288585
11733,15/09/2017,17:05,2,397432,279582
11749,15/09/2017,19:58,2,405919,274803
11748,15/09/2017,19:44,3,547013,263415
11752,15/09/2017,20:04,3,547923,263086
11739,15/09/2017,18:59,2,412429,282084
11732,15/09/2017,16:55,3,546383,259122
11745,15/09/2017,19:37,2,410422,283016
11741,15/09/2017,19:09,2,410741,275887
11737,15/09/2017,18:25,2,395381,287210
11734,15/09/2017,17:28,2,402706,282217
11731,15/09/2017,16:35,2,400143,290988
11746,15/09/2017,19:39,2,405319,291190
11742,15/09/2017,19:14,2,398215,283344
96756,16/09/2017,19:47,1,520277,186060
96755,16/09/2017,19:18,3,546530,266471
96753,16/09/2017,18:52,1,519420,184421
96750,16/09/2017,18:26,3,545185,258368
96749,16/09/2017,18:26,1,522003,187758
96744,16/09/2017,17:39,1,520229,187195
96743,16/09/2017,17:08,1,519932,184463
96747,16/09/2017,18:17,1,525803,182580
96746,16/09/2017,18:05,1,522228,187556
96757,16/09/2017,20:17,1,519428,187139
96754,16/09/2017,18:56,1,518702,187312
96748,16/09/2017,18:20,1,525232,185972
96745,16/09/2017,18:04,3,545003,261942
96758,16/09/2017,20:18,1,519307,183310
96752,16/09/2017,18:42,1,522196,184520
96751,16/09/2017,18:32,1,520366,186705
11790,16/09/2017,21:27,2,404861,287809
11785,16/09/2017,20:13,2,409948,286895
11781,16/09/2017,19:03,2,397213,287554
11780,16/09/2017,18:59,3,540548,256886
11778,16/09/2017,18:53,2,404938,277517
11776,16/09/2017,18:53,3,543858,258314
11774,16/09/2017,18:44,2,411792,273053
11772,16/09/2017,18:37,3,543731,260821
11768,16/09/2017,18:28,3,548390,255501
11766,16/09/2017,18:28,2,410853,274300
11765,16/09/2017,18:25,2,412618,279667
11762,16/09/2017,18:01,2,409436,290117
11760,16/09/2017,17:50,3,539403,260990
11759,16/09/2017,17:40,2,410920,289912
11754,16/09/2017,17:02,2,399926,288123
11786,16/09/2017,20:34,2,403658,287291
11769,16/09/2017,18:30,2,396964,288555
11756,16/09/2017,17:18,3,540963,260388
11770,16/09/2017,18:33,2,413210,280998
11791,16/09/2017,21:38,2,406458,279046
11789,16/09/2017,21:12,2,407277,281030
11787,16/09/2017,20:39,2,408886,288325
11784,16/09/2017,19:27,3,543159,261349
11782,16/09/2017,19:18,2,411752,289863
11761,16/09/2017,17:51,2,403371,275592
11755,16/09/2017,17:15,2,411333,286703
11788,16/09/2017,20:39,3,540351,265259
11779,16/09/2017,18:56,2,411574,274873
11777,16/09/2017,18:53,2,401107,277099
11775,16/09/2017,18:50,2,410257,288545
11773,16/09/2017,18:42,2,394573,275497
11771,16/09/2017,18:35,2,406454,286188
11767,16/09/2017,18:29,2,395776,291658
11764,16/09/2017,18:13,3,546616,259037
11763,16/09/2017,18:08,2,412593,284801
11758,16/09/2017,17:28,2,404325,276177
11757,16/09/2017,17:19,2,403739,285779
96764,17/09/2017,19:07,1,522801,184863
96761,17/09/2017,18:39,1,522316,182705
96765,17/09/2017,19:20,3,543870,267827
96762,17/09/2017,18:46,1,518678,186862
96766,17/09/2017,19:24,1,521773,185595
96763,17/09/2017,19:04,1,525055,184420
96767,17/09/2017,20:13,1,520915,185985
96760,17/09/2017,18:25,3,547432,265078
96759,17/09/2017,17:52,1,522702,186919
11806,17/09/2017,21:50,2,412919,282202
11804,17/09/2017,20:15,3,545338,267023
11801,17/09/2017,19:32,2,410742,279288
11792,17/09/2017,17:41,3,541964,257411
11802,17/09/2017,20:04,2,398308,291944
11800,17/09/2017,19:20,3,547456,265440
11795,17/09/2017,18:04,2,405760,280532
11796,17/09/2017,18:07,3,543847,260395
11805,17/09/2017,20:50,2,402122,281943
11803,17/09/2017,20:12,2,413057,279705
11798,17/09/2017,18:52,2,399867,277500
11797,17/09/2017,18:46,2,404960,287444
11794,17/09/2017,17:55,2,412445,288279
11799,17/09/2017,18:56,2,411975,279529
11793,17/09/2017,17:49,2,401346,285492
96773,18/09/2017,20:00,1,518336,187300
96771,18/09/2017,19:05,1,523406,182564
96770,18/09/2017,18:16,3,541247,265142
96768,18/09/2017,16:33,1,519881,185981
96769,18/09/2017,16:54,1,522623,185078
96772,18/09/2017,19:44,1,521751,185688
11809,18/09/2017,18:50,2,406542,290410
11811,18/09/2017,19:46,2,400874,288947
11808,18/09/2017,18:14,3,547461,255099
11807,18/09/2017,14:51,2,413003,287388
11813,18/09/2017,21:34,2,412772,287808
11812,18/09/2017,21:31,3,543356,264452
11810,18/09/2017,19:11,2,396389,278789
96777,19/09/2017,19:12,1,525504,184184
96778,19/09/2017,19:22,1,524185,184642
96780,19/09/2017,22:15,3,547880,263675
96779,19/09/2017,22:06,1,524371,187688
96776,19/09/2017,19:12,1,520351,187272
96775,19/09/2017,18:48,3,547450,258973
96774,19/09/2017,17:50,1,525991,183556
11823,19/09/2017,21:52,2,399601,279104
11821,19/09/2017,19:47,2,412150,286167
11820,19/09/2017,19:44,3,542348,267092
11818,19/09/2017,18:23,2,411117,286673
11819,19/09/2017,19:01,2,405981,286781
11817,19/09/2017,17:52,2,398042,280487
11815,19/09/2017,17:20,2,402292,285964
11816,19/09/2017,17:34,3,545158,266059
11814,19/09/2017,15:44,2,405775,288547
11822,19/09/2017,20:49,2,395017,285259
96786,20/09/2017,19:24,1,525950,187964
96784,20/09/2017,18:25,1,518935,184196
96785,20/09/2017,18:45,3,548266,263533
96788,20/09/2017,20:11,1,525504,183499
96787,20/09/2017,20:05,1,521441,185508
96781,20/09/2017,17:13,1,525031,183862
96783,20/09/2017,17:56,1,523901,183587
96782,20/09/2017,17:41,1,524710,184216
11824,20/09/2017,19:43,3,547228,263823
11826,20/09/2017,20:59,2,410653,285526
11825,20/09/2017,20:00,2,413904,279007
96791,21/09/2017,18:59,1,525094,185901
96795,21/09/2017,20:32,3,547854,256749
96794,21/09/2017,20:32,1,523748,187101
96797,21/09/2017,20:37,1,519191,184185
96796,21/09/2017,20:33,1,519425,187751
96792,21/09/2017,19:29,1,519806,183959
96790,21/09/2017,18:02,3,540920,267548
96793,21/09/2017,20:17,1,522418,185607
96789,21/09/2017,16:13,1,519559,183063
11837,21/09/2017,20:55,2,396103,287736
11831,21/09/2017,19:07,2,404156,279560
11830,21/09/2017,18:43,2,398474,286589
11829,21/09/2017,17:31,2,404332,290597
11836,21/09/2017,20:11,3,541256,258146
11835,21/09/2017,19:53,2,397794,290408
11834,21/09/2017,19:39,2,407572,275415
11833,21/09/2017,19:18,2,410513,281475
11832,21/09/2017,19:12,3,547206,264234
11828,21/09/2017,17:18,3,546046,266653
11827,21/09/2017,17:13,2,408220,284763
96813,22/09/2017,20:14,1,522593,185280
96812,22/09/2017,19:57,1,518397,187627
96809,22/09/2017,19:30,1,522712,185488
96806,22/09/2017,18:51,1,520254,186243
96805,22/09/2017,18:45,3,547362,262306
96804,22/09/2017,18:40,1,520793,183086
96799,22/09/2017,17:44,1,519081,185219
96798,22/09/2017,14:07,1,518491,187882
96814,22/09/2017,20:42,1,524749,185671
96810,22/09/2017,19:35,3,543436,257831
96808,22/09/2017,19:08,1,521350,184535
96803,22/09/2017,18:37,1,519815,182688
96811,22/09/2017,19:36,1,522384,184617
96802,22/09/2017,18:15,1,523296,185848
96801,22/09/2017,18:05,1,523237,187324
96800,22/09/2017,17:50,3,547452,266766
96807,22/09/2017,19:01,1,524623,184979
11861,22/09/2017,20:56,2,401470,284190
11858,22/09/2017,20:26,2,406234,276672
11857,22/09/2017,20:22,2,412533,288612
11853,22/09/2017,19:34,2,394982,290427
11850,22/09/2017,19:20,2,398445,277301
11848,22/09/2017,19:10,3,542531,260593
11845,22/09/2017,18:18,2,397694,285257
11839,22/09/2017,17:02,2,405884,282008
11838,22/09/2017,16:49,2,401553,277654
11860,22/09/2017,20:50,3,540894,257909
11854,22/09/2017,19:42,2,404865,289389
11846,22/09/2017,19:06,2,405104,274810
11855,22/09/2017,19:44,2,405850,276223
11864,22/09/2017,22:16,3,539590,267773
11863,22/09/2017,22:13,2,401957,291768
11856,22/09/2017,20:14,3,548330,258707
11859,22/09/2017,20:27,2,396992,279958
11852,22/09/2017,19:30,3,541516,258139
11851,22/09/2017,19:23,2,397069,280616
11849,22/09/2017,19:17,2,409447,285925
11847,22/09/2017,19:08,2,401701,287133
11844,22/09/2017,18:17,3,546336,266458
11843,22/09/2017,18:11,2,405070,282745
11842,22/09/2017,17:52,2,407858,287488
11840,22/09/2017,17:41,3,539893,255286
96833,23/09/2017,22:00,1,525921,183993
96830,23/09/2017,19:45,3,541137,266103
96829,23/09/2017,19:30,1,521426,183769
96828,23/09/2017,19:23,1,522329,185523
96827,23/09/2017,19:19,1,525097,184526
96826,23/09/2017,19:14,1,518898,182858
96823,23/09/2017,18:46,1,518478,187027
96821,23/09/2017,18:20,1,522297,185034
96818,23/09/2017,17:44,1,519826,185541
96817,23/09/2017,17:43,1,520350,186728
96831,23/09/2017,20:12,1,525898,182652
96825,23/09/2017,19:09,3,547248,264850
96816,23/09/2017,17:22,1,522563,184595
96832,23/09/2017,21:17,1,522378,186785
96822,23/09/2017,18:25,1,525718,186274
96820,23/09/2017,18:16,3,544897,263547
96815,23/09/2017,17:07,3,544145,255629
96824,23/09/2017,18:56,1,522857,186756
11901,23/09/2017,20:05,2,401159,278899
11896,23/09/2017,19:36,3,545359,262708
11894,23/09/2017,19:27,2,407306,277266
11893,23/09/2017,19:11,2,394903,283364
11892,23/09/2017,19:09,3,546830,257166
11888,23/09/2017,18:54,3,546321,260200
11886,23/09/2017,18:46,2,404750,282041
11885,23/09/2017,18:46,2,410158,278339
11884,23/09/2017,18:43,3,540325,258301
11879,23/09/2017,18:20,2,413341,281729
11878,23/09/2017,18:17,2,404359,282860
11875,23/09/2017,17:54,2,397942,282732
11872,23/09/2017,17:40,3,540556,259630
11871,23/09/2017,17:36,2,409583,288438
11906,23/09/2017,21:15,2,404465,286591
11897,23/09/2017,19:49,2,404038,289793
11891,23/09/2017,19:06,2,398966,280004
11876,23/09/2017,17:58,3,544822,257390
11905,23/09/2017,20:14,2,412561,284297
11904,23/09/2017,20:10,3,548209,261996
11903,23/09/2017,20:07,2,409815,279071
11902,23/09/2017,20:06,2,406304,284754
11900,23/09/2017,20:03,3,542467,263324
11899,23/09/2017,20:00,2,400923,285769
11898,23/09/2017,19:56,2,399844,277510
11881,23/09/2017,18:27,2,401502,286272
11880,23/09/2017,18:22,3,540466,258549
11877,23/09/2017,18:07,2,408927,290035
11868,23/09/2017,17:09,3,542008,261857
11895,23/09/2017,19:36,2,398374,288545
11890,23/09/2017,18:55,2,399240,277739
11887,23/09/2017,18:48,2,409292,274900
11883,23/09/2017,18:31,2,394810,291728
11882,23/09/2017,18:27,2,396682,273417
11874,23/09/2017,17:47,2,398866,274581
11873,23/09/2017,17:42,2,408739,277209
11870,23/09/2017,17:23,2,398326,275077
11867,23/09/2017,17:06,2,406640,284417
11866,23/09/2017,15:32,2,396749,289995
11889,23/09/2017,18:57,2,406016,291187
96841,24/09/2017,18:25,1,524396,182838
96836,24/09/2017,18:00,1,521716,184778
96840,24/09/2017,18:19,3,542017,262081
96843,24/09/2017,19:03,1,522145,187344
96842,24/09/2017,18:46,1,520937,184597
96839,24/09/2017,18:13,1,519345,186953
96838,24/09/2017,18:09,1,519393,182995
96837,24/09/2017,18:06,1,522350,185439
96835,24/09/2017,17:28,3,545149,260300
96834,24/09/2017,17:13,1,523833,184700
96844,24/09/2017,20:08,1,525092,183876
11925,24/09/2017,21:02,2,406185,291354
11920,24/09/2017,19:30,3,540430,262558
11915,24/09/2017,18:50,2,402399,286418
11913,24/09/2017,18:15,2,395381,276815
11909,24/09/2017,17:16,2,402993,290014
11922,24/09/2017,19:40,2,405152,278923
11910,24/09/2017,17:49,2,396616,281493
11908,24/09/2017,17:12,3,540313,266400
11917,24/09/2017,19:05,2,403222,285499
11912,24/09/2017,18:01,3,543397,268139
11911,24/09/2017,17:52,2,406544,285796
11923,24/09/2017,19:54,2,409363,280510
11924,24/09/2017,20:37,3,546730,264582
11921,24/09/2017,19:35,2,407739,276246
11918,24/09/2017,19:24,2,410648,284304
11916,24/09/2017,19:01,3,544927,261172
11914,24/09/2017,18:17,2,400797,278331
96852,25/09/2017,19:20,1,525387,186324
96853,25/09/2017,19:45,1,524349,185507
96851,25/09/2017,18:54,1,524491,183516
96850,25/09/2017,18:53,3,547718,264214
96849,25/09/2017,18:48,1,524468,187168
96847,25/09/2017,17:16,1,518722,187340
96846,25/09/2017,16:49,1,522702,184986
96845,25/09/2017,12:14,3,540288,267839
96848,25/09/2017,18:41,1,526043,185472
11931,25/09/2017,17:56,2,396881,274727
11928,25/09/2017,17:41,3,545276,259219
11935,25/09/2017,19:34,2,397769,286733
11938,25/09/2017,19:52,2,395821,275755
11937,25/09/2017,19:49,2,409825,282280
11936,25/09/2017,19:36,3,543079,267607
11933,25/09/2017,19:04,2,413546,273750
11929,25/09/2017,17:45,2,399488,280185
11939,25/09/2017,22:00,2,399356,278832
11934,25/09/2017,19:26,2,404226,286207
11932,25/09/2017,18:47,3,545473,258309
11927,25/09/2017,17:39,2,401818,277155
11926,25/09/2017,13:42,2,399001,280694
11930,25/09/2017,17:51,2,404144,291113
96862,26/09/2017,21:41,1,520335,187464
96861,26/09/2017,20:30,1,521740,182961
96858,26/09/2017,19:16,1,518556,187585
96855,26/09/2017,18:35,3,546337,267884
96854,26/09/2017,10:50,1,521515,187308
96860,26/09/2017,20:26,3,540087,267049
96864,26/09/2017,22:58,1,519252,182682
96863,26/09/2017,22:43,1,518252,185553
96859,26/09/2017,19:41,1,524400,187017
96857,26/09/2017,18:53,1,518288,182381
11949,26/09/2017,19:33,2,400896,290470
11946,26/09/2017,19:07,2,411829,275689
11941,26/09/2017,18:19,2,409543,284207
11945,26/09/2017,19:04,2,400763,280356
11948,26/09/2017,19:20,3,547615,259070
11944,26/09/2017,18:36,3,544854,260973
11943,26/09/2017,18:35,2,396446,282901
11947,26/09/2017,19:12,2,411978,277484
11942,26/09/2017,18:17,2,409649,285272
11940,26/09/2017,18:05,3,548335,267912
11950,26/09/2017,21:57,2,407803,282424
96866,27/09/2017,17:43,1,524555,182511
96865,27/09/2017,11:12,3,544676,261571
96867,27/09/2017,18:22,1,521019,187649
96868,27/09/2017,19:05,1,519973,186772
11957,27/09/2017,18:40,2,411960,277184
11955,27/09/2017,18:24,2,398495,273384
11953,27/09/2017,16:54,2,409197,288265
11959,27/09/2017,19:40,2,396322,275121
11958,27/09/2017,18:43,2,402444,275069
11952,27/09/2017,15:17,3,542632,263788
11962,27/09/2017,20:44,2,402495,285553
11961,27/09/2017,20:36,2,404655,290054
11960,27/09/2017,19:47,3,547081,257443
11956,27/09/2017,18:32,3,544593,260192
11963,27/09/2017,21:21,2,404646,286472
96883,28/09/2017,20:07,1,519162,186427
96880,28/09/2017,19:06,3,544530,258411
96879,28/09/2017,18:34,1,520319,186991
96877,28/09/2017,18:13,1,519894,184473
96874,28/09/2017,17:30,1,518708,182336
96885,28/09/2017,22:12,3,539607,255488
96881,28/09/2017,19:35,1,520865,183793
96876,28/09/2017,18:00,1,519120,186951
96872,28/09/2017,11:49,1,523817,187228
96884,28/09/2017,20:30,1,520811,183771
96875,28/09/2017,17:58,3,539483,263367
96873,28/09/2017,16:24,1,519491,183392
96882,28/09/2017,19:54,1,521507,185633
11972,28/09/2017,19:13,3,542843,267704
11971,28/09/2017,19:05,2,407507,282520
11966,28/09/2017,18:03,2,396512,273934
11976,28/09/2017,20:34,3,545547,262536
11965,28/09/2017,17:24,2,411021,288046
11977,28/09/2017,21:07,2,403288,277080
11970,28/09/2017,18:51,2,410573,290078
11975,28/09/2017,20:10,2,400550,283381
11973,28/09/2017,19:15,2,407078,280501
11968,28/09/2017,18:18,3,547603,260360
11967,28/09/2017,18:10,2,403970,278518
11964,28/09/2017,16:08,3,544458,257424
11974,28/09/2017,19:57,2,395842,280258
96904,29/09/2017,20:40,1,520627,187031
96895,29/09/2017,19:00,3,545066,264146
96893,29/09/2017,18:49,1,521621,183228
96890,29/09/2017,18:16,3,542895,262731
96889,29/09/2017,17:58,1,522599,186183
96901,29/09/2017,19:52,1,525744,186135
96892,29/09/2017,18:40,1,524484,185990
96887,29/09/2017,17:33,1,521101,183093
96886,29/09/2017,17:25,1,524147,187169
96898,29/09/2017,19:09,1,522424,182650
96897,29/09/2017,19:07,1,519237,184148
96894,29/09/2017,19:00,1,525263,185669
96888,29/09/2017,17:44,1,521399,185504
96903,29/09/2017,20:31,1,523416,182945
96902,29/09/2017,20:12,1,519453,182458
96896,29/09/2017,19:04,1,518380,183270
96900,29/09/2017,19:52,3,542985,260636
96899,29/09/2017,19:50,1,518856,187923
96891,29/09/2017,18:27,1,520189,185030
12003,29/09/2017,21:37,2,399057,287581
11999,29/09/2017,20:30,2,412685,281165
11996,29/09/2017,19:17,3,547134,258117
11994,29/09/2017,19:29,2,407772,273745
11989,29/09/2017,18:29,2,405342,273416
11988,29/09/2017,18:11,3,543844,263294
11986,29/09/2017,17:56,2,396400,278716
11985,29/09/2017,17:46,2,404965,291297
11991,29/09/2017,18:37,2,402594,289419
11990,29/09/2017,18:31,2,413767,275640
11980,29/09/2017,11:40,3,547799,260473
12002,29/09/2017,20:53,2,394321,286924
11998,29/09/2017,19:31,2,412283,274814
11997,29/09/2017,19:22,2,405469,277272
11984,29/09/2017,16:47,3,548250,268402
11981,29/09/2017,13:29,2,401216,273431
12001,29/09/2017,20:40,2,406283,283180
11993,29/09/2017,19:03,2,405273,275697
11992,29/09/2017,18:54,3,543755,267034
11983,29/09/2017,16:37,2,407772,274224
12000,29/09/2017,19:52,3,548066,255782
96915,30/09/2017,21:48,3,546049,267898
96914,30/09/2017,21:24,1,520872,182594
96912,30/09/2017,18:30,1,524259,186935
96909,30/09/2017,17:42,1,523104,187480
96907,30/09/2017,15:50,1,524659,185319
96906,30/09/2017,15:44,1,520844,182582
96905,30/09/2017,12:14,3,544658,266465
96910,30/09/2017,18:23,3,546436,257423
96916,30/09/2017,22:05,1,521646,187362
96908,30/09/2017,17:39,1,519743,186075
96913,30/09/2017,18:52,1,521230,184644
96911,30/09/2017,18:28,1,522350,185290
12046,30/09/2017,20:17,2,396212,274589
12041,30/09/2017,19:23,2,410876,279464
12034,30/09/2017,18:59,2,406157,288465
12033,30/09/2017,18:53,2,397244,279495
12031,30/09/2017,18:50,2,411252,288399
12028,30/09/2017,18:35,3,547929,265041
12023,30/09/2017,18:20,2,402029,273810
12022,30/09/2017,18:19,2,405345,281559
12016,30/09/2017,17:58,3,542082,267086
12015,30/09/2017,17:53,2,400008,280596
12014,30/09/2017,17:41,2,412336,284786
12008,30/09/2017,17:06,3,545525,256913
12045,30/09/2017,19:52,2,406437,273471
12040,30/09/2017,19:22,3,545760,261424
12039,30/09/2017,19:20,2,403879,273651
12038,30/09/2017,19:18,2,400210,291287
12037,30/09/2017,19:14,2,409951,278169
12035,30/09/2017,19:04,2,412113,276827
12032,30/09/2017,18:50,3,543684,260139
12024,30/09/2017,18:28,3,547437,266179
12018,30/09/2017,18:06,2,394303,280788
12010,30/09/2017,17:24,2,402418,277986
12006,30/09/2017,15:23,2,405298,275624
12005,30/09/2017,14:57,2,395103,276991
12004,30/09/2017,14:51,3,539714,261999
12025,30/09/2017,18:29,2,399578,288722
12050,30/09/2017,22:35,2,403915,279273
12049,30/09/2017,22:26,2,396779,290628
12044,30/09/2017,19:34,3,540699,264650
12026,30/09/2017,18:31,2,399683,282390
12013,30/09/2017,17:40,2,410045,277226
12011,30/09/2017,17:32,2,402307,290392
12007,30/09/2017,17:05,2,407612,280752
12047,30/09/2017,20:54,2,397793,286908
12043,30/09/2017,19:32,2,413449,285335
12029,30/09/2017,18:41,2,405419,275171
12021,30/09/2017,18:17,2,401094,274269
12020,30/09/2017,18:14,3,539975,257025
12019,30/09/2017,18:09,2,396517,275234
12017,30/09/2017,18:05,2,395685,285222
12012,30/09/2017,17:40,3,543886,258188
12009,30/09/2017,17:09,2,401571,276710
12052,30/09/2017,22:55,3,546451,258075
12042,30/09/2017,19:28,2,407615,275775
12030,30/09/2017,18:48,2,398029,285048
12027,30/09/2017,18:32,2,409723,275234
96927,01/10/2017,19:17,1,524039,186279
96920,01/10/2017,17:27,3,542265,255509
96922,01/10/2017,17:44,1,521672,186198
96919,01/10/2017,17:10,1,518938,183918
96933,01/10/2017,22:56,1,520787,184361
96930,01/10/2017,19:42,3,548081,264171
96921,01/10/2017,17:43,1,523047,187678
96929,01/10/2017,19:41,1,518925,182577
96928,01/10/2017,19:26,1,518444,186194
96926,01/10/2017,19:09,1,518879,187456
96925,01/10/2017,19:00,3,542786,258921
96924,01/10/2017,18:56,1,522387,187331
96923,01/10/2017,18:43,1,524741,183905
12088,01/10/2017,22:26,3,539543,267720
12087,01/10/2017,22:10,2,407430,275413
12086,01/10/2017,22:05,2,404459,290916
12080,01/10/2017,18:52,3,545091,255859
12074,01/10/2017,18:28,2,413051,274794
12073,01/10/2017,18:21,2,400196,273234
12071,01/10/2017,18:15,2,409295,281174
12070,01/10/2017,18:04,2,403822,275234
12069,01/10/2017,18:00,2,398546,287687
12067,01/10/2017,17:46,2,395608,277347
12065,01/10/2017,17:37,2,413818,289140
12064,01/10/2017,17:20,3,541854,257470
12063,01/10/2017,17:14,2,412990,281845
12062,01/10/2017,17:10,2,407890,285133
12060,01/10/2017,11:58,3,540994,264428
12059,01/10/2017,11:06,2,404940,282009
12057,01/10/2017,10:56,2,398391,291007
12056,01/10/2017,10:51,3,546049,268124
12055,01/10/2017,10:45,2,397579,291956
12081,01/10/2017,18:55,2,409150,274170
12084,01/10/2017,19:43,3,545062,267042
12083,01/10/2017,19:39,2,399933,283067
12076,01/10/2017,18:38,3,545964,263005
12075,01/10/2017,18:32,2,411729,282820
12085,01/10/2017,20:52,2,408486,287376
12082,01/10/2017,19:04,2,408155,282940
12066,01/10/2017,17:40,2,410282,283849
12054,01/10/2017,01:33,2,399841,284288
96938,02/10/2017,18:07,1,525634,184690
96937,02/10/2017,17:45,1,523721,184847
96935,02/10/2017,17:24,3,547277,267742
96939,02/10/2017,19:17,1,519996,183129
96934,02/10/2017,02:17,1,520195,187743
96936,02/10/2017,17:38,1,519441,187203
12105,02/10/2017,19:42,2,408062,280709
12097,02/10/2017,11:54,2,413591,276295
12094,02/10/2017,00:14,2,395366,275740
12099,02/10/2017,18:05,2,396817,279345
12106,02/10/2017,20:20,2,406067,273206
12104,02/10/2017,19:42,3,544035,266753
12103,02/10/2017,19:42,2,406911,274854
12101,02/10/2017,19:05,2,412165,286069
12102,02/10/2017,19:22,2,396115,275105
12100,02/10/2017,18:24,3,539985,263099
96941,03/10/2017,18:17,1,524112,184204
96940,03/10/2017,18:11,3,544522,264895
96946,03/10/2017,19:36,1,521055,183670
96945,03/10/2017,19:32,3,543334,259519
96944,03/10/2017,18:57,1,525753,182420
96943,03/10/2017,18:21,1,519844,183602
12114,03/10/2017,16:56,2,410121,283872
12113,03/10/2017,16:55,2,398100,287501
12112,03/10/2017,16:50,3,547136,266088
12118,03/10/2017,19:17,2,403045,278794
12120,03/10/2017,20:16,3,548217,256445
12119,03/10/2017,19:45,2,404072,281430
12117,03/10/2017,19:10,2,402942,280306
12111,03/10/2017,16:49,2,401685,275526
12115,03/10/2017,18:44,2,406874,279264
12116,03/10/2017,19:00,3,541102,266419
12110,03/10/2017,10:58,2,413778,292045
12108,03/10/2017,02:03,3,546980,257393
12107,03/10/2017,00:46,2,402766,276009
96952,04/10/2017,18:50,1,523963,184579
96949,04/10/2017,18:27,1,519805,184708
96948,04/10/2017,17:40,1,520117,184423
96950,04/10/2017,18:29,3,543237,263933
96951,04/10/2017,18:32,1,523517,183976
96947,04/10/2017,17:28,1,522207,185283
96956,04/10/2017,20:43,1,521189,183346
96955,04/10/2017,19:34,3,547873,258080
96953,04/10/2017,19:18,1,522182,183394
96954,04/10/2017,19:20,1,518160,182575
12127,04/10/2017,21:41,2,398745,291747
12124,04/10/2017,18:44,3,539461,260252
12122,04/10/2017,18:24,2,411010,279665
12121,04/10/2017,17:35,2,398547,292055
12126,04/10/2017,21:33,2,396386,278870
96961,05/10/2017,22:11,1,522956,186207
96959,05/10/2017,19:01,1,519729,182643
96957,05/10/2017,18:05,1,520443,183658
96958,05/10/2017,18:41,1,518568,186584
12146,05/10/2017,19:16,2,406070,277866
12139,05/10/2017,18:34,2,409384,275727
12138,05/10/2017,18:20,2,411876,274788
12132,05/10/2017,16:15,3,545854,265134
12131,05/10/2017,14:55,2,403575,287465
12130,05/10/2017,14:50,2,411888,289292
12129,05/10/2017,14:48,2,408265,273620
