Order Number,ItemID,Quantity
913774,541,1
913767,547,1
913764,540,1
913762,543,1
913755,540,1
913750,543,1
913747,544,1
913746,540,1
913745,544,1
913741,540,1
913738,613,1
913736,543,1
913733,543,1
913732,544,1
913732,548,2
913731,544,1
913729,544,1
913727,540,1
913721,543,1
913719,543,1
913719,547,1
913716,544,1
913698,540,1
913697,548,1
913694,540,1
913686,541,1
913676,540,1
913664,613,1
913662,544,1
913659,543,1
913659,540,1
913651,544,1
913647,544,1
913646,543,1
913638,548,1
913636,543,1
913629,540,1
913626,543,1
913622,547,1
913620,543,1
913616,540,1
913614,543,1
913613,540,1
913613,543,1
913611,544,2
913606,540,1
913599,543,1
913599,547,1
913585,548,1
913583,567,1
913583,540,1
913583,541,1
913574,543,1
913573,613,1
913572,543,1
913564,541,1
913563,543,1
913560,544,1
913548,540,2
913545,548,1
913542,543,1
913542,541,1
913538,544,1
913535,547,1
913535,548,1
913532,613,1
913532,548,1
913531,613,1
913523,541,1
913519,540,1
913514,613,1
913511,541,1
913508,540,1
913507,544,1
913503,543,1
913503,540,1
913498,543,1
913497,543,1
913493,540,1
913491,548,1
913489,540,1
913487,543,1
913477,547,1
913476,653,1
913475,540,1
913472,543,1
913470,547,1
913468,544,1
913462,541,1
913460,567,1
913453,540,1
913453,547,1
913447,541,1
913446,540,1
913438,543,1
913434,540,1
913429,540,1
913425,543,1
913423,548,1
913423,544,1
913412,540,1
913407,653,1
913404,613,1
913403,540,1
913402,547,2
913388,540,1
913386,543,1
913377,543,1
913377,540,1
913364,547,1
913363,543,4
913360,540,1
913357,543,1
913357,544,1
913354,567,1
913353,543,1
913350,541,1
913342,540,1
913339,543,1
913336,540,1
913335,544,1
913325,544,1
913318,543,1
913317,548,1
913315,540,2
913314,543,1
913314,544,1
913308,548,1
913307,540,1
913305,541,2
913302,540,1
913293,541,1
913291,540,1
913279,543,1
913277,543,1
913274,547,1
913270,547,1
913265,540,1
913262,547,1
913259,543,1
913257,547,1
913235,540,1
913233,613,1
913227,540,1
913208,541,1
913199,613,1
913196,544,1
913196,543,1
913195,540,1
913187,540,1
913186,548,1
913183,541,1
913163,543,2
913162,548,1
913152,541,1
913151,543,1
913147,543,1
913139,653,1
913137,540,2
913124,547,1
913124,548,1
913122,543,1
913121,541,1
913119,543,1
913113,540,1
913104,567,1
913101,543,2
913101,540,1
913099,543,3
913096,541,1
913095,540,1
913090,543,1
913089,543,1
913087,544,1
913086,541,1
913085,543,1
913083,544,1
913072,540,1
913065,543,1
913056,541,2
913047,613,1
913039,541,1
913027,543,1
913020,544,1
913011,543,1
913005,541,1
913003,540,1
913003,543,1
913002,541,1
912998,540,1
912993,543,1
912986,543,1
912981,540,1
912981,543,1
912978,547,1
912977,547,1
912967,613,1
912959,567,1
912959,540,1
912955,548,1
912952,541,1
912942,540,1
912940,544,1
912935,540,1
912931,613,1
912928,541,2
912927,543,1
912921,543,1
912921,540,1
912921,541,1
912911,613,1
912896,543,1
912891,540,1
912887,543,1
912885,540,1
912885,541,1
912872,543,1
912866,543,1
912865,653,1
912851,544,1
912851,540,1
912849,543,1
912848,540,1
912848,541,1
912848,543,1
912838,541,1
912833,543,1
912822,540,1
912811,544,1
912808,543,1
912803,543,1
912801,547,1
912791,540,1
912791,543,1
912783,613,1
912761,543,1
912757,548,2
912754,544,1
912747,543,1
912743,540,1
912739,541,1
912739,540,1
912737,543,1
912733,543,1
912733,544,1
912722,543,1
912721,540,1
912719,543,1
912711,540,1
912707,613,1
912706,544,1
912706,543,1
912704,543,4
912701,543,1
912696,613,1
912688,543,1
912688,547,1
912687,544,1
912681,541,1
912677,543,2
912675,543,1
912666,543,1
912664,613,1
912655,543,1
912653,543,1
912649,547,1
912645,543,1
912639,540,1
912635,547,1
912634,540,1
912631,540,1
912630,547,1
912629,543,2
912629,540,1
912626,541,1
912625,543,1
912623,541,1
912620,543,1
912617,541,1
912611,540,1
912610,543,1
912607,543,1
912605,543,1
912603,544,1
912600,543,1
912595,540,2
912585,543,1
912583,541,1
912581,613,2
912568,567,1
912568,541,1
912568,540,1
912561,544,2
912540,567,1
912536,540,1
912534,547,1
912526,547,1
912519,541,2
912513,543,1
912507,613,1
912505,548,1
912505,547,1
912503,540,1
912502,544,1
912501,613,1
912497,540,1
912488,543,1
912487,540,1
912464,540,1
912464,543,1
912457,540,1
912446,540,1
912439,540,1
912439,543,1
912432,540,1
912430,543,1
912423,541,1
912421,653,1
912416,540,1
912414,540,1
912406,547,1
912406,548,1
912404,540,1
912401,543,1
912390,613,1
912382,540,1
912377,547,1
912373,543,1
912362,544,1
912360,543,1
912358,540,1
912358,543,1
912351,541,2
912350,544,1
912343,543,3
912339,540,1
912335,540,1
912329,543,1
912328,540,2
912321,544,1
912319,613,1
912309,547,1
912301,613,1
912293,613,1
912290,540,1
912290,543,1
912288,540,2
912284,541,1
912282,543,1
912279,541,1
912275,541,4
912268,543,1
912264,544,1
912260,543,1
912259,544,1
912258,543,1
912257,544,1
912257,543,1
912252,613,1
912237,541,1
912237,540,1
912236,543,1
912214,540,1
912205,543,1
912204,544,1
912204,540,1
912203,548,1
912203,541,1
912199,548,1
912199,547,1
912196,543,1
912188,540,1
912187,543,1
912180,543,1
912178,541,1
912173,543,1
912162,541,1
912158,544,1
912152,543,1
912148,543,2
912146,543,1
912140,543,1
912136,613,1
912132,544,1
912132,547,1
912128,543,1
912127,543,1
912126,543,1
912123,540,1
912123,543,1
912121,540,1
912116,540,1
912103,540,1
912103,613,1
912102,540,1
912099,547,1
912095,543,1
912079,544,1
912074,653,1
912070,540,1
912070,547,1
912069,540,1
912069,547,1
912066,543,1
912063,543,1
912057,613,2
912041,543,2
912036,541,1
912034,543,4
912030,613,1
912021,540,1
912019,544,1
912017,543,1
912009,541,1
912004,540,1
911995,544,1
911994,613,1
911993,547,1
911992,613,1
911984,547,1
911984,548,1
911974,543,1
911972,543,1
911967,544,1
911962,548,1
911961,540,1
911961,541,1
911958,543,1
911953,541,1
911951,544,1
911951,567,1
911928,540,1
911917,541,1
911913,540,1
911913,543,1
911909,544,1
911897,543,1
911893,540,1
911883,543,1
911876,543,1
911868,541,1
911867,543,1
911864,540,1
911861,544,1
911856,543,1
911853,567,1
911834,541,1
911833,544,1
911833,548,1
911832,541,1
911830,541,1
911829,543,1
911822,543,2
911819,544,1
911817,613,1
911815,544,1
911808,567,1
911798,540,1
911797,544,1
911790,540,1
911789,613,1
911783,613,1
911780,543,1
911774,543,1
911772,547,1
911764,540,1
911752,613,1
911751,540,1
911746,543,1
911734,543,1
911727,543,1
911726,543,1
911720,543,2
911718,540,1
911711,540,1
911711,544,1
911704,543,1
911695,540,1
911694,540,1
911689,543,1
911686,547,1
911677,541,1
911673,543,1
911663,543,1
911659,543,1
911658,543,1
911656,543,1
911645,613,1
911639,543,1
911624,541,1
911623,567,2
911610,543,1
911609,613,1
911608,543,1
911605,548,1
911604,540,1
911604,567,1
911601,540,1
911598,543,1
911598,540,1
911595,543,1
911587,548,1
911580,543,1
911579,541,2
911575,544,1
911574,540,1
911571,541,1
911565,548,1
911563,540,1
911563,541,1
911560,544,1
911558,543,1
911557,541,1
911554,543,1
911551,543,1
911545,543,1
911541,543,1
911531,540,2
911530,548,1
911526,543,1
911519,543,1
911512,540,1
911511,613,1
911509,547,1
911507,544,1
911505,540,1
911505,543,1
911501,541,1
911499,540,1
911498,567,1
911492,613,1
911480,543,1
911471,543,1
911467,540,2
911461,653,1
911459,544,1
911458,543,1
911457,540,2
911447,543,1
911444,540,2
911441,547,1
911428,541,1
911423,543,1
911415,567,1
911412,541,1
911409,613,4
911400,613,1
911392,540,1
911390,544,1
911389,543,1
911386,543,1
911385,544,1
911383,540,1
911378,543,1
911373,653,1
911366,540,1
911362,543,1
911361,544,1
911359,544,1
911355,544,2
911354,544,2
911349,541,1
911334,544,1
911334,540,1
911331,541,1
911318,543,1
911306,543,1
911304,543,1
911300,543,1
911299,543,1
911298,544,1
911296,541,1
911295,543,1
911292,543,1
911279,541,1
911276,543,1
911271,540,1
911267,653,1
911259,540,1
911257,540,1
911253,543,1
911252,540,1
911252,541,2
911249,544,1
911245,543,1
911240,548,1
911237,547,2
911236,548,1
911227,543,1
911221,544,1
911219,613,1
911219,544,1
911217,540,1
911214,543,1
911213,540,1
911204,540,1
911180,543,1
911179,540,1
911179,543,1
911179,547,1
911177,541,1
911173,540,1
911162,543,1
911158,543,1
911154,540,1
911154,541,1
911151,543,1
911148,540,2
911146,541,1
911140,543,1
911138,544,1
911135,543,1
911127,543,1
911125,653,1
911123,543,1
911118,540,3
911114,613,1
911111,613,1
911106,543,1
911104,541,1
911101,541,1
911095,613,1
911092,543,1
911091,541,1
911088,613,1
911086,540,1
911082,543,2
911080,540,1
911079,543,1
911078,540,1
911073,653,1
911070,613,1
911066,540,1
911058,544,1
911055,544,1
911051,543,1
911050,613,1
911047,540,1
911046,540,2
911042,544,1
911041,543,1
911038,541,1
911036,543,1
911034,540,1
911025,543,1
911024,543,1
911011,540,1
911007,547,1
911006,543,1
911004,543,1
910998,613,1
910988,547,1
910977,543,2
910977,547,1
910976,540,1
910975,548,1
910974,540,1
910972,543,1
910970,543,1
910965,543,1
910963,541,1
910961,543,1
910960,544,1
910944,540,1
910944,543,2
910936,540,1
910936,543,1
910924,547,1
910923,543,1
910921,541,1
910919,547,1
910915,543,1
910912,543,1
910911,544,1
910910,540,1
910907,613,1
910904,540,2
910896,544,1
910893,541,1
910892,540,1
910887,540,1
910883,547,1
910882,567,1
910881,544,1
910865,540,1
910864,547,3
910863,540,1
910851,543,1
910849,540,1
910839,543,1
910833,567,1
910822,613,1
910821,543,1
910813,540,1
910807,543,1
910801,543,1
910793,543,1
910787,541,1
910783,541,1
910783,540,1
910776,543,1
910771,544,1
910766,543,1
910766,547,1
910764,543,1
910761,544,1
910760,540,1
910758,547,1
910753,540,1
910751,543,1
910745,540,1
910740,543,1
910737,543,1
910733,540,1
910724,540,1
910721,613,1
910718,544,1
910711,543,1
910706,540,1
910704,540,1
910702,540,1
910699,543,1
910698,547,1
910698,543,1
910697,543,1
910694,548,1
910687,544,1
910683,547,2
910680,544,1
910676,540,1
910676,543,1
910663,540,1
910663,541,1
910662,540,1
910662,541,1
910659,543,1
910657,541,1
910645,543,1
910635,540,1
910630,540,1
910623,567,1
910623,541,1
910610,543,1
910608,541,1
910594,543,1
910593,540,1
910584,567,1
910582,543,2
910569,543,1
910563,544,3
910559,548,1
910556,540,1
910550,547,1
910535,543,1
910532,613,1
910532,540,1
910523,541,1
910522,613,1
910517,543,1
910512,543,1
910512,547,2
910508,543,1
910506,613,1
910496,541,1
910495,543,1
910490,543,1
910481,543,1
910480,543,1
910474,543,1
910470,541,1
910464,543,1
910461,540,1
910458,543,2
910453,544,1
910444,540,1
910442,543,1
910440,540,1
910439,543,1
910433,543,1
910419,540,1
910415,547,1
910411,544,1
910409,543,1
910402,613,1
910388,540,1
910388,547,1
910384,541,1
910367,543,2
910365,540,1
910359,543,1
910354,547,1
910354,543,1
910352,540,1
910345,543,1
910343,543,1
910340,543,1
910340,541,1
910336,543,1
910335,543,1
910328,543,4
910323,547,1
910321,541,1
910320,540,1
910317,541,1
910315,541,3
910307,543,1
910303,544,1
910302,543,1
910301,541,1
910293,540,1
910290,543,1
910285,547,1
910277,548,2
910276,543,1
910275,540,1
910263,541,1
910259,543,1
910245,544,1
910238,547,1
910236,540,1
910236,541,1
910235,543,1
910231,540,1
910229,540,1
910225,543,1
910216,543,1
910216,544,1
910214,543,1
910208,543,1
910206,540,2
910201,544,1
910198,544,2
910196,540,1
910193,543,1
910190,548,1
910187,613,1
910179,541,1
910175,541,1
910171,543,1
910168,543,1
910163,543,1
910152,541,1
910149,543,2
910142,544,1
910137,543,1
910128,543,1
910122,543,1
910103,613,1
910095,541,1
910092,543,1
910089,540,1
910088,613,1
910087,540,2
910081,544,1
910080,543,1
910073,540,1
910073,543,1
910063,543,1
910053,613,1
910052,547,1
910048,540,1
910045,541,1
910043,540,1
910040,543,1
910038,540,1
910038,541,1
910031,544,1
910029,543,1
910006,543,1
99996,613,1
99995,543,1
99994,540,1
99994,543,1
99990,540,1
99981,544,1
99980,543,2
99980,547,1
99975,613,1
99969,567,1
99957,543,2
99954,548,1
99952,540,1
99946,543,2
99935,613,1
99934,613,1
99933,613,1
99932,541,1
99923,543,1
99918,540,1
99918,543,1
99915,543,1
99915,544,2
99914,541,1
99909,547,1
99898,543,1
99897,543,1
99896,540,1
99889,540,1
99888,540,1
99886,544,1
99885,541,1
99885,540,1
99879,543,1
99878,547,1
99873,543,1
99864,540,1
99861,544,1
99860,544,1
99854,541,5
99837,653,1
99831,541,1
99826,543,1
99825,653,1
99824,540,1
99823,541,1
99814,543,1
99810,547,3
99805,543,1
99786,543,1
99782,567,1
99776,543,1
99773,548,1
99772,540,1
99772,541,1
99770,540,1
99762,544,1
99761,540,1
99761,543,1
99751,544,1
99749,543,1
99747,540,1
99747,567,1
99744,541,1
99736,540,1
99726,540,2
99714,544,1
99706,547,1
99704,544,1
99697,543,1
99695,540,1
99692,543,1
99690,543,1
99689,540,1
99689,547,1
99682,543,1
99681,543,1
99680,543,1
99679,543,1
99674,613,1
99672,544,1
99648,543,1
99633,544,1
99628,541,1
99625,540,1
99615,540,1
99610,540,1
99608,541,1
99602,544,1
99600,540,1
99598,543,1
99596,540,1
99592,613,2
99591,543,3
99588,543,1
99587,544,1
99579,540,1
99574,544,1
99573,544,1
99571,547,1
99571,543,1
99570,653,1
99561,540,1
99557,548,1
99553,541,1
99553,567,1
99543,540,1
99533,540,1
99526,613,1
99519,567,2
99518,567,1
99513,540,1
99512,548,1
99508,540,1
99498,543,1
99497,540,1
99497,567,1
99482,547,1
99473,541,1
99472,540,1
99469,613,1
99464,540,1
99459,540,2
99457,543,1
99454,547,1
99446,548,1
99420,567,1
99419,540,1
99419,541,1
99419,567,1
99412,540,1
99412,541,1
99412,567,1
99412,543,1
99412,544,1
99412,613,1
99412,547,1
99412,548,2
99412,653,1
99408,567,1
99408,543,1
99407,567,1
99407,543,1
99406,567,1
99406,543,1
99354,641,1
99350,641,1
99334,577,1
99320,577,1
99315,577,1
99314,577,1
99300,546,1
99299,577,1
99298,641,1
99294,641,1
99290,641,1
99284,546,1
99266,641,1
99263,641,1
99253,641,1
99252,641,1
99239,641,1
99233,641,1
99227,546,1
99212,641,1
99210,546,1
99203,577,1
99195,577,1
99192,641,2
99185,641,1
99182,641,1
99175,577,2
99175,641,1
99170,641,2
99168,577,1
99166,641,1
99154,546,1
99149,641,1
99138,641,1
99129,577,1
99127,641,1
99117,641,1
99101,577,1
99100,641,1
99095,641,1
99093,641,1
99092,577,1
99092,641,1
99090,641,1
99087,641,1
99082,641,1
99071,577,1
99070,641,1
99069,577,1
99067,641,1
99065,577,1
99063,546,1
99063,577,2
99063,641,2
99059,641,1
99055,641,1
99045,641,1
99043,546,1
99034,641,1
99030,546,1
99026,546,1
99023,577,1
99006,577,1
99005,577,2
98999,641,2
98998,577,1
98992,641,1
98991,641,1
98985,577,1
98982,641,1
98980,546,1
98979,641,1
98976,577,1
98975,641,1
98974,577,3
98969,641,1
98967,641,1
98962,641,1
98957,577,2
98956,641,1
98953,641,1
98941,641,1
98938,577,2
98935,577,2
98932,641,1
98923,546,1
98900,641,1
98894,641,1
98893,577,1
98889,577,1
98878,641,2
98871,641,1
98861,577,2
98860,577,1
98852,577,1
98837,641,2
98831,577,1
98830,577,1
98829,577,1
98827,577,1
98824,641,1
98821,641,1
98819,577,1
98812,546,1
98812,577,1
98812,641,1
98811,546,2
98811,577,1
98811,641,2
98809,641,1
98808,641,1
98800,641,1
98798,641,1
98795,641,1
98789,641,1
98788,577,1
98786,641,1
98785,577,1
98783,641,1
98774,577,1
98773,546,1
98771,641,1
98767,641,1
98761,641,1
98750,641,1
98749,641,1
98731,577,2
98731,641,4
98724,641,2
98723,577,2
98712,641,4
98712,577,2
98702,641,1
98689,577,1
98686,641,1
98679,577,1
98672,641,1
98672,577,1
98671,577,1
98664,577,1
98661,641,1
98655,546,1
98645,577,1
98644,546,2
98639,641,1
98633,641,1
98628,641,1
98627,641,2
98626,641,1
98625,641,1
98624,641,1
98621,577,1
98619,641,2
98614,577,1
98613,577,1
98590,641,2
98590,577,1
98589,546,1
98577,546,1
98574,546,1
98559,641,1
98558,577,1
98557,577,1
98550,577,1
98547,577,1
98546,641,1
98540,641,1
98538,641,1
98529,641,1
98512,546,1
98501,641,1
98497,577,1
98494,577,1
98483,641,1
98470,577,1
98451,641,1
98451,577,1
98450,577,1
98449,641,2
98440,546,1
98436,641,1
98435,641,2
98429,577,1
98428,577,1
98423,641,2
98417,641,1
98409,641,2
98404,641,1
98399,641,1
98398,641,1
98395,641,1
98393,577,1
98393,641,1
98392,577,1
98392,641,1
98385,641,1
98380,577,1
98380,546,1
98378,577,1
98373,577,2
98372,641,1
98350,577,1
98335,641,1
98334,641,1
98332,641,1
98330,641,1
98328,577,1
98320,577,1
98318,641,1
98315,577,1
98313,641,1
98313,577,1
98308,546,1
98307,546,1
98301,577,1
98299,577,1
98290,546,1
98287,641,1
98286,546,1
98285,641,3
98270,641,1
98268,641,2
98266,577,1
98260,641,1
98253,641,1
98252,641,1
98245,641,1
98244,577,1
98242,546,1
98241,641,1
98232,641,1
98228,577,1
98226,577,1
98225,577,1
98222,641,1
98218,641,2
98208,546,2
98205,641,1
98194,641,1
98189,577,1
98180,641,1
98178,641,1
98177,577,1
98166,577,2
98159,577,1
98158,641,2
98146,546,1
98141,546,1
98140,641,1
98138,546,1
98116,577,1
98107,577,1
98089,641,1
98088,641,1
98087,577,1
98087,546,1
98082,577,1
98080,641,1
98077,641,1
98076,641,1
98074,641,1
98071,546,1
98066,546,1
98060,641,1
98057,641,1
98057,546,1
98056,641,1
98056,546,2
98053,546,1
98050,641,1
98048,641,1
98043,641,1
98038,577,2
98034,577,1
98033,641,1
98028,641,1
98021,641,2
98008,641,1
97996,641,1
97989,641,1
97988,641,1
97987,577,1
97982,641,1
97980,577,1
97975,546,1
97973,546,1
97970,641,1
97968,641,2
97965,641,1
97961,577,1
97947,641,1
97946,577,1
97944,546,1
97944,577,1
97943,577,1
97943,546,1
97941,577,2
97941,641,1
97940,577,1
97937,641,1
97925,641,1
97924,641,1
97911,641,1
97904,641,2
97892,641,1
97885,577,1
97885,641,1
97874,641,1
97863,641,1
97863,546,1
97861,546,1
97854,641,1
97847,641,1
97846,641,1
97844,641,1
97838,546,1
97837,641,1
97829,641,1
97814,641,2
97814,577,2
97812,546,1
97804,577,1
97804,641,1
97803,641,1
97801,641,1
97800,641,1
97797,641,1
97797,546,1
97791,577,1
97790,546,1
97789,577,2
97787,641,1
97781,641,1
97781,577,1
97776,641,1
97764,577,1
97763,641,1
97762,577,1
97761,641,1
97759,641,1
97755,641,1
97753,641,1
97740,577,1
97739,577,1
97727,641,2
97726,641,1
97724,641,1
97719,641,1
97718,641,1
97712,577,1
97708,546,1
97701,546,1
97690,577,1
97690,641,1
97687,641,1
97680,546,1
97673,577,1
97669,641,1
97659,546,2
97655,641,3
97651,577,1
97650,641,1
97648,641,1
97641,641,1
97629,641,1
97622,577,1
97614,546,1
97610,641,1
97609,641,1
97597,577,1
97588,641,1
97586,641,1
97578,641,1
97556,641,1
97554,546,1
97552,546,1
97551,641,1
97546,641,1
97544,641,1
97536,641,1
97536,577,1
97529,641,1
97527,641,2
97525,546,1
97523,546,2
97522,546,1
97516,641,1
97505,641,1
97503,577,1
97497,577,1
97492,641,1
97491,641,1
97490,641,1
97488,577,1
97480,641,2
97461,577,1
97460,546,1
97457,577,1
97452,641,1
97450,641,1
97446,641,1
97414,577,1
97411,641,1
97411,577,1
97409,641,1
97407,546,1
97399,577,1
97398,577,1
97398,641,1
97394,641,1
97388,577,1
97386,546,1
97375,577,1
97371,641,1
97355,577,1
97344,577,2
97343,641,1
97343,546,1
97340,641,1
97338,641,1
97337,577,1
97331,641,1
97330,577,1
97325,641,1
97324,641,1
97323,641,1
97308,641,1
97297,577,1
97297,641,1
97290,641,1
97286,641,1
97284,577,1
97276,641,1
97275,641,1
97263,641,1
97259,577,1
97253,641,1
97242,577,1
97233,546,1
97229,641,1
97226,641,1
97220,577,1
97219,577,1
97196,641,1
97189,641,1
97183,577,2
97181,577,1
97169,641,1
97164,641,1
97158,641,1
97149,641,1
97142,641,1
97140,641,1
97139,641,1
97136,641,1
97133,577,1
97130,577,1
97126,641,1
97125,546,1
97123,546,1
97123,577,1
97122,546,4
97122,577,1
97121,641,1
97119,577,1
97112,577,1
97110,641,1
97109,641,2
97104,641,1
97099,641,1
97098,546,1
97098,577,1
97093,641,1
97092,577,2
97090,577,2
97089,577,1
97085,641,2
97082,577,1
97082,641,1
97080,641,1
97077,577,1
97060,641,1
97057,641,1
97053,641,1
97047,577,1
97045,577,1
97041,641,1
97028,641,1
97027,641,1
97020,641,1
97015,641,2
97008,577,1
97006,641,1
96997,546,1
96993,641,1
96990,641,1
96990,546,1
96984,641,1
96982,577,2
96979,577,1
96972,577,1
96968,577,1
96964,577,1
96964,641,1
96962,577,1
96962,641,1
96957,641,2
96948,577,1
96943,577,1
96935,577,1
96933,546,1
96920,641,1
96914,546,1
96912,577,1
96905,641,1
96904,577,1
96903,641,1
96897,546,1
96888,577,1
96883,641,1
96873,641,1
96873,546,1
96868,641,1
96867,641,1
96867,577,1
96864,641,1
96863,641,1
96858,641,1
96852,641,1
96843,641,1
96841,641,1
96840,577,1
96835,641,1
96829,577,1
96827,641,1
96823,641,1
96820,641,1
96820,577,1
96816,641,2
96812,641,1
96809,546,1
96808,641,1
96799,641,1
96792,577,1
96790,577,1
96786,641,1
96784,577,1
96771,641,1
96764,641,1
96754,577,1
96747,641,1
96745,641,1
96745,577,1
96735,577,1
96731,577,1
96725,577,1
96721,577,1
96720,641,1
96708,641,2
96704,641,5
96703,641,1
96703,577,1
96700,641,1
96694,577,1
96688,577,1
96688,546,1
96686,577,1
96683,577,1
96681,577,1
96680,641,1
96676,546,1
96672,641,2
96670,641,3
96669,641,1
96668,577,1
96661,577,1
96659,546,1
96655,641,1
96651,546,2
96649,641,1
96647,577,1
96644,641,1
96635,641,1
96629,577,1
96609,546,1
96599,641,1
96594,641,1
96593,577,1
96587,641,1
96584,641,1
96582,641,1
96578,546,2
96574,641,1
96571,641,1
96560,641,1
96560,577,1
96549,641,1
96543,641,1
96539,641,1
96537,641,1
96530,641,1
96529,577,1
96527,577,1
96521,641,1
96509,546,1
96505,577,1
96504,577,1
96503,577,1
96499,641,1
96496,577,1
96495,577,1
96489,577,1
96484,546,1
96483,641,2
96474,641,1
96471,577,1
96452,641,1
96435,577,1
96434,641,1
96432,641,1
96418,641,1
96408,577,1
96397,546,1
96389,546,2
96387,577,1
96387,641,1
96386,546,1
96385,641,2
96384,641,1
96383,577,2
96378,546,2
96374,641,3
96370,641,1
96370,546,1
96369,546,1
96369,641,1
96356,641,1
96346,577,1
96342,546,2
96338,641,1
96329,546,1
96328,546,2
96308,577,2
96296,641,2
96288,577,1
96286,577,1
96286,641,1
96282,577,1
96280,577,1
96274,641,1
96273,546,1
96256,641,1
96255,641,1
96250,577,1
96242,577,1
96237,641,1
96234,641,1
96231,641,1
96230,641,2
96226,641,1
96225,641,1
96203,641,1
96196,641,1
96192,577,1
96189,641,1
96176,641,1
96175,641,1
96170,641,1
96168,546,1
96163,577,1
96150,577,1
96138,641,1
96129,641,1
96127,577,1
96123,577,1
96122,577,1
96121,641,1
96108,641,1
96107,641,2
96104,577,1
96101,577,1
96100,641,3
96098,641,1
96095,577,2
96093,641,1
96092,641,1
96089,641,1
96086,577,1
96083,546,1
96082,577,1
96076,641,1
96075,641,1
96073,641,1
96071,577,1
96067,641,1
96066,641,1
96039,641,1
96031,577,1
96023,641,1
96022,641,2
96017,577,1
96016,641,1
96015,577,1
96014,577,1
96014,641,2
96013,577,1
96013,641,1
96010,641,1
96009,641,1
95995,641,1
95992,546,1
95990,546,1
95987,641,2
95984,577,1
95967,577,1
95961,577,1
95958,546,1
95949,641,1
95947,641,1
95942,641,1
95937,641,1
95931,641,2
95928,577,1
95915,641,1
95914,641,1
95912,577,1
95911,641,1
95900,546,2
95897,577,1
95896,641,1
95891,577,1
95887,577,1
95885,577,1
95878,577,1
95877,546,1
95876,577,1
95871,641,2
95866,641,1
95866,577,1
95864,577,1
95862,641,1
95860,577,1
95857,577,1
95852,577,1
95850,546,1
95848,641,1
95847,641,1
95841,577,1
95839,577,1
95836,577,1
95833,641,1
95831,577,1
95818,641,2
95813,641,2
95812,641,1
95808,641,1
95805,577,1
95804,641,1
95803,641,1
95801,641,1
95796,577,2
95790,641,1
95786,577,1
95782,641,1
95780,577,1
95774,546,1
95764,577,1
95763,577,1
95761,641,1
95757,546,1
95754,641,1
95745,577,2
95724,641,1
95721,546,1
95719,546,2
95708,641,1
95704,577,1
95703,546,1
95701,577,1
95685,546,2
95683,577,1
95682,577,1
95681,641,1
95666,577,1
95663,546,1
95656,546,1
95655,641,1
95653,577,1
95651,641,1
95650,546,1
95646,641,1
95641,641,1
95640,546,2
95634,641,1
95633,641,1
95631,577,1
95623,577,1
95621,546,1
95620,577,1
95619,577,1
95613,641,1
95611,546,1
95607,641,1
95603,546,1
95603,577,1
95593,641,1
95590,641,1
95589,577,1
95586,577,1
95573,546,1
95568,546,1
95567,577,1
95558,641,1
95555,577,1
95554,577,1
95553,641,1
95551,641,1
95548,641,1
95538,641,1
95523,641,2
95518,641,1
95508,546,1
95503,641,1
95501,577,1
95478,641,1
95468,546,1
95463,641,1
95461,641,2
95457,641,1
95455,577,1
95447,641,1
95443,641,1
95442,641,2
95441,641,1
95436,546,1
95432,641,1
95426,577,1
95416,577,3
95410,577,1
95408,546,1
95407,641,1
95405,577,1
95404,577,1
95403,641,1
95399,577,1
95397,641,1
95394,641,2
95382,641,1
95381,641,1
95380,641,1
95379,577,1
95357,577,1
95344,641,1
95336,641,3
95332,577,1
95328,641,1
95326,641,1
95318,641,1
95317,641,1
95314,641,1
95312,546,1
95310,577,1
95305,546,2
95298,577,1
95296,641,1
95291,641,1
95288,641,1
95287,641,1
95284,546,2
95271,641,1
95268,641,1
95254,577,1
95252,641,1
95251,641,1
95228,577,1
95221,577,1
95211,641,1
95203,641,1
95199,641,1
95191,641,1
95177,641,1
95176,577,1
95171,641,1
95169,577,1
95169,641,1
95168,577,1
95168,641,1
95167,577,1
95167,641,2
95165,641,1
95161,546,1
95159,577,1
95152,641,1
95117,641,1
95103,546,2
95099,641,1
95089,641,2
95088,641,1
95086,641,1
95075,546,1
95073,641,1
95067,546,1
95065,577,1
95063,577,1
95063,641,1
95059,546,1
95054,577,1
95048,641,1
95046,577,1
95041,546,2
95027,641,1
95026,577,1
95015,641,1
95012,641,1
94998,641,1
94990,641,1
94988,641,1
94985,577,1
94976,577,1
94976,641,1
94975,641,1
94974,641,1
94972,546,1
94965,641,1
94948,546,1
94934,577,1
94934,641,1
94931,641,1
94921,641,1
94915,641,1
94913,577,1
94907,641,2
94903,546,1
94880,641,1
94876,641,1
94873,577,1
94865,641,1
94861,546,1
94852,546,1
94846,641,1
94841,641,1
94837,546,1
94835,641,1
94833,641,1
94830,641,1
94827,546,1
94826,577,1
94825,546,1
94822,546,1
94821,641,2
94817,577,2
94817,546,1
94816,577,1
94811,577,1
94803,546,1
94801,577,1
94794,641,1
94789,577,1
94788,641,1
94785,641,1
94781,577,1
94779,546,1
94759,546,2
94752,641,1
94751,546,1
94747,577,1
94745,641,1
94745,546,1
94742,577,1
94733,577,1
94732,641,1
94731,546,1
94730,577,1
94729,641,1
94723,546,1
94722,577,1
94716,546,1
94708,641,1
94706,546,1
94705,641,1
94692,641,1
94690,577,1
94688,577,1
